Question	Rationale	Label
Is it dark is Basel during the day in Los Angeles?	Basel is in Switzerland, while Los Angeles is in California. Switzerland and California have different timezones, so when it is day in Los Angeles, it is night in Basel.	yes
Is it dark is Basel during the day in Los Angeles?	Basel, Switzerland is 6 hours ahead of Los Angeles, California. In Los Angeles, it is day time during Basel's night time, and vice versa.	yes
Do people still see Henry Ford's last name often?	Henry Ford was an entrepreneur who created the Ford Motor Company. His name is still used in connection with the company, and it is commonly seen in ads, logos, and news articles.	yes
Do people still see Henry Ford's last name often?	Henry Ford was an American industrialist and is known for founding the Ford Motor Company in 1903. Ford is one of the most recognizable car companies in the world and his last name is still seen often in the automotive industry.	yes
Do people still see Henry Ford's last name often?	Henry Ford is a famous automotive innovator who created the Ford Motor Company. His name is still well-known and can be seen in various places, such as car showrooms, advertising campaigns, and car-related products.	yes
Do people still see Henry Ford's last name often?	Henry Ford was a prominent automobile manufacturer in the early 1900s. His vehicles were one of the first to be mass-produced. His name is still associated with the industry, and his popularity is still strong today.	yes
Do people still see Henry Ford's last name often?	Henry Ford is one of the most famous automotive pioneers in history. His car company, Ford, is still in existence and is a major player in the automotive market today. Therefore, Ford's last name is still seen often.	yes
Does the United States Secretary of State answer the phones for the White House?	The United States Secretary of State is responsible for foreign relations. The White House staff is responsible for answering the phones and dealing with inquiries.	no
Does the United States Secretary of State answer the phones for the White House?	The United States Secretary of State is the Head of the U.S. Department of State. The United States Secretary of State does not answer the phones at the White House.	no
Does the United States Secretary of State answer the phones for the White House?	The United States Secretary of State does not answer the phones for the White House. The White House switchboard is managed by a team of operators.	no
Does the United States Secretary of State answer the phones for the White House?	The United States Secretary of State is the head of the United States Department of State. The White House is the residence and office of the President of the United States. The White House has it's own staff to answer the phones.	no
Does the United States Secretary of State answer the phones for the White House?	No, the White House has its own staff to answer their phones and the United States Secretary of State is not part of that staff.	no
Did Lionel Richie ever have dinner with Abraham Lincoln?	Lionel Richie was born in 1949, while Abraham Lincoln died in 1865.	no
Did Lionel Richie ever have dinner with Abraham Lincoln?	Lionel Richie was born in 1949. Abraham Lincoln died in 1865.	no
Did Lionel Richie ever have dinner with Abraham Lincoln?	Lionel Richie was born in 1949, whereas Abraham Lincoln was assassinated in 1865.	no
Did Lionel Richie ever have dinner with Abraham Lincoln?	Lionel Richie is a singer, songwriter, and actor born in 1949. Abraham Lincoln was the 16th President of the United States, born in 1809.	no
Did Lionel Richie ever have dinner with Abraham Lincoln?	Lionel Richie was born in 1949 and Abraham Lincoln died in 1865.	no
Would a stool be useful for a Lusotitan to reach the top of an almond tree?	The Lusotitan was a sauropod Dinosaur. Sauropods were large four-legged herbivores that lived in the Cretaceous between 140-65 million years ago. While they were large, they were too heavy to climb trees.	no
Would a stool be useful for a Lusotitan to reach the top of an almond tree?	Lusotitans are a species of sauropod, and the tallest of these were around 20 meters tall. Almond trees can usually grow to reach a height of 6 meters, which is much shorter than the height of an average Lusotitan. Therefore, a stool would not be useful for a Lusotitan to reach the top of an almond tree as they would be tall enough to reach it without one.	no
Would a stool be useful for a Lusotitan to reach the top of an almond tree?	The Lusotitan is a genus of dinosaur that lived during the late Jurassic period. Almond trees can grow up to 6 m tall, while most stools are approximately 0.5 m tall.	no
Would a stool be useful for a Lusotitan to reach the top of an almond tree?	Lusotitan was a species of dinosaur that roamed the Earth around 150 million years ago. They were about 4 meters tall, which is much shorter than an almond tree. Stools would not be useful for a Lusotitan to reach the top of an almond tree.	no
Would a stool be useful for a Lusotitan to reach the top of an almond tree?	A Lusotitan is a type of dinosaur which lived approximately 145 million years ago and could reach heights of up to 6 meters. The average almond tree can reach heights of up to 12 meters. A stool would not be tall enough for a Lusotitan to reach the top of an almond tree.	no
Does Ariana Grande's signature style combine comfort items and high fashion?	Ariana Grande's personal style often combines comfort pieces with high fashion items.	yes
Does Ariana Grande's signature style combine comfort items and high fashion?	Ariana Grande is known for combining high fashion and comfortable items, such as sweats and hoodies or sneakers.	yes
Does Ariana Grande's signature style combine comfort items and high fashion?	Ariana Grande's signature style has been described as "feminine and sexy, yet comfortable, chic and laid-back." She often wears items like sneakers and oversized hoodies with high fashion pieces like designer dresses and sky-high heels.	yes
Does Ariana Grande's signature style combine comfort items and high fashion?	Ariana Grande is known for combining her signature style of comfort items and high fashion.	yes
Does Ariana Grande's signature style combine comfort items and high fashion?	Ariana Grande is known for her signature style of combining different fashion items, from comfort items to high fashion.	yes
Could a camel fit in a dog house?	The average size of a dog house is two feet wide and four and a half feet long. A full grown camel can measure up to seven feet in height and eight feet in length.	no
Could a camel fit in a dog house?	A camel is much larger than a dog. Most dog houses are designed to accommodate small to medium-sized dogs.	no
Could a camel fit in a dog house?	Camels typically weigh between 300-1000 kg. A typical dog house would have a floor area of 12 square feet. The total volume of a 12 square feet would be unlikely to contain a camel.	no
Could a camel fit in a dog house?	Camels typically grow to a height of up to 7 feet and a length of up to 20 feet. The average size of a dog house is 4 feet wide and 2 feet tall.	no
Could a camel fit in a dog house?	A camel can reach up to two meters in height and can weigh up to 1,000 kg. The average size of a dog house is 40-50 cm and can only hold up to 15-20 kg.	no
Will The Exorcist stimulate limbic system?	The limbic system is responsible for the regulation and control of emotions. Watching The Exorcist can be a stimulating experience, and may stimulate the limbic system.	yes
Will The Exorcist stimulate limbic system?	The Exorcist is a horror movie and is often associated with fear and anxiety. Stimulation of the limbic system has been associated with fear and anxiety in humans.	yes
Will The Exorcist stimulate limbic system?	The Exorcist is a horror movie released in 1973. Stimulating the limbic system can cause changes in emotions, memory, and behavior.	yes
Will The Exorcist stimulate limbic system?	The Exorcist is a horror film. Horror films can trigger emotions and reactions in the limbic system.	yes
Will The Exorcist stimulate limbic system?	The Exorcist is an American horror movie released in 1973. Stimulation of the limbic system can be caused by various stimuli such as fear, pleasure, and surprise.	yes
Phileas Fogg's around the world would be difficult to achieve during Pope John Paul I's reign?	Pope John Paul I reigned from 1978 to 1978, which was only 33 days. Phileas Fogg's journey around the world took 80 days.	yes
Phileas Fogg's around the world would be difficult to achieve during Pope John Paul I's reign?	Pope John Paul I reigned from August 26, 1978 to September 28, 1978, a time period of 33 days. Phileas Fogg's journey around the world took him 80 days.	yes
Phileas Fogg's around the world would be difficult to achieve during Pope John Paul I's reign?	Pope John Paul I was pope from 26 August to 28 September 1978. It is possible to circumnavigate the world in 78 days if it is done on an airplane.	yes
Would a dog easily notice ammonia?	Dogs have an incredibly good sense of smell, and are easily able to detect the odor of ammonia due to its strong smell.	yes
Would a dog easily notice ammonia?	Dogs have a keen sense of smell and are capable of smelling things at concentrations as low as one part per billion. Ammonia has a very distinctive strong smell and can be detected by dogs.	yes
Would a dog easily notice ammonia?	Ammonia has a very strong smell and dogs have a very sensitive sense of smell.	yes
Would a dog easily notice ammonia?	Ammonia has a very distinct smell that is easily detectable for any living creature with a sense of smell, including dogs.	yes
Would a dog easily notice ammonia?	Dogs have a much better sense of smell than humans. Ammonia has a strong, pungent odor that would be very easy for a dog to detect.	yes
Does the Constitution of the Philippines copy text from the British constitution?	The British Constitution does not exist as a single document. It is formed by a collection of statutes, unfair practices, and court decisions which are embedded in laws that have been passed by Parliament. The Constitution of the Philippines is a written document that was enacted in 1987 and was based upon the United States Constitution.	no
Does the Constitution of the Philippines copy text from the British constitution?	The text of the Philippine Constitution is not derived from the British Constitution. The Philippine Constitution is based on the American Constitution.	no
Does the Constitution of the Philippines copy text from the British constitution?	The Philippine Constitution was drafted by a committee of Filipino delegates during the Malolos Congress from September 15 to November 29, 1898. The British constitution does not exist as a single document, and there is no evidence that suggests the Philippine Constitution was copied from the British Constitution.	no
Does the Constitution of the Philippines copy text from the British constitution?	The Philippines went through a period of American rule from 1898 to 1946. The Constitution of the Philippines was adopted in 1935 and is styled on the US Constitution. The US Constitution does not copy text from the British constitution.	no
Does the Constitution of the Philippines copy text from the British constitution?	The Philippines Constitution was adopted in 1987, after it declared independence from Spain in 1898 and the United States in 1946. The British constitution has been in existence since the 13th century.	no
Can ham make a cut seal up quicker?	Ham has a high content of iron, which has been shown to help with wound healing, making a cut heal quicker.	yes
Can ham make a cut seal up quicker?	Ham contains compounds that are known to reduce inflammation. Reducing inflammation can help speed up the healing process.	yes
Can ham make a cut seal up quicker?	Ham contains many proteins and minerals that can help to clot the cut, which helps to seal it quicker.	yes
Can ham make a cut seal up quicker?	Ham has a high amount of moisture, which can speed up the process of wound healing. It also contains anti-inflammatory compounds which can help reduce swelling and inflammation.	yes
Would an Alfa Romeo vehicle fit inside a barn?	The size of a barn varies depending on the type of barn, but typically they range from 10 to 20 feet in width, and can be up to 200 feet in length. An Alfa Romeo vehicle typically has a width of about 5 - 6 feet and a length of around 15-16 feet.	yes
Would an Alfa Romeo vehicle fit inside a barn?	The average size of a barn is 20 x 40 ft. The average size of an Alfa Romeo vehicle is 15.2 x 5.8 ft.	yes
Would an Alfa Romeo vehicle fit inside a barn?	An Alfa Romeo is a small vehicle. The typical size of a barn can vary, but an Alfa Romeo should fit inside most barns.	yes
Would Garfield like canid food?	Garfield is a comic-strip cat, and canid food is food for dogs. Cats typically prefer meat-based diets and do not usually like the taste of canid food.	no
Would Garfield like canid food?	Canid food is food made specifically for canines. Garfield is a comic strip cat and would not likely enjoy this type of food.	no
Would Garfield like canid food?	Canid food is designed and meant for canines, such as dogs. Garfield is a cartoon character who enjoys eating lasagna and other human food.	no
Would Garfield like canid food?	Garfield is a comic strip character, not an animal. Canid food is food specifically designed for the canine family of animals.	no
Would Garfield like canid food?	Canid food is food specifically made for canids, which are animals such as dogs, wolves, and foxes. Garfield is a popular cartoon cat character so he would not be likely to like canid food.	no
Is grief always obvious when it is being experienced?	Grief is an emotion that is experienced differently by different people. It can range from subtle and barely noticeable to extremely obvious.	no
Is grief always obvious when it is being experienced?	Grief is an emotional response to loss and can take many forms. It can be expressed outwardly or be held internally. Grief can be very subtle and not always obvious to others.	no
Is grief always obvious when it is being experienced?	Grief is a subjective emotion and can be expressed in many different ways. It is not always obvious, as some people may cope with their grief in ways that are not outwardly visible.	no
Is grief always obvious when it is being experienced?	Grief is an emotion that can be internalized and expressed in different ways. It is not always obvious when someone is experiencing grief, as people can hide or suppress their emotions.	no
Is grief always obvious when it is being experienced?	Grief is not always obvious or immediately visible to others. It can be experienced differently for each person, and some may be able to hide their emotions while internalizing their grief.	no
Could Sainsbury's buy Tesco?	Sainsbury's is one of the largest supermarkets in the UK, and Tesco is the largest supermarket in the UK. It is not possible for Sainsbury's to buy Tesco due to the large size and market share of Tesco.	no
Could Sainsbury's buy Tesco?	Sainsbury's is one of the largest grocery retailers in the UK while Tesco is the UK's largest supermarket chain. Sainsbury's does not currently own Tesco and there has been no attempt made by Sainsbury's to purchase Tesco.	no
Could Sainsbury's buy Tesco?	Sainsbury's is one of the largest supermarkets in the UK and is owned by J Sainsbury PLC. Tesco is also one of the largest supermarkets in the UK and is owned by Tesco PLC. Buying a company requires a lot of money and regulatory approval.	no
Has Ivan the Terrible flown to Europe?	Ivan the Terrible was the Tsar of Russia from 1533 to 1584. Air travel was not invented until after Ivan the Terrible had died.	no
Has Ivan the Terrible flown to Europe?	Ivan the Terrible was a Russian Tsar during the 16th century. At that time, there were no airplanes and the technology for air travel did not exist yet.	no
Has Ivan the Terrible flown to Europe?	Ivan the Terrible was the Grand Prince of Moscow during the 16th century. Airplanes were not invented until the late 19th century.	no
Has Ivan the Terrible flown to Europe?	Ivan the Terrible (1530-1584) lived long before any form of air travel was available.	no
Has Ivan the Terrible flown to Europe?	Ivan the Terrible was a Russian ruler and is not known to have ever flown to Europe.	no
Can a snow leopard eat twice its own body weight?	Snow leopards have an average weight of 48 lbs (21.8kg). The snow leopard is capable of eating more than twice its own body weight in a 24 hour period.	yes
Does Woody Allen await the Second Coming?	Woody Allen is a filmmaker and comedian. He does not believe in the Second Coming, and is an atheist.	no
Does Woody Allen await the Second Coming?	Woody Allen is an American filmmaker, actor, comedian, and author. He does not appear to have any religious beliefs or affiliations.	no
Does Woody Allen await the Second Coming?	Woody Allen is a well-known filmmaker and comedian. The Second Coming is a phrase from the New Testament in Christian scripture.	no
Does Woody Allen await the Second Coming?	Woody Allen is an actor and filmmaker, not a religious leader.	no
Does Woody Allen await the Second Coming?	The Second Coming of Jesus is an event in Christian eschatology in which Jesus will return to Earth at the end of time. Woody Allen is a non-believer and so it is unlikely he is waiting for the Second Coming.	no
Do human sacrums have more fused vertebrae than an Alaskan Malamute?	A human sacrum typically has 5 fused vertebrae whereas an Alaskan Malamute has only 3 fused vertebrae.	yes
Do human sacrums have more fused vertebrae than an Alaskan Malamute?	The human sacrum has 5 fused vertebrae. The Alaskan Malamute, a breed of dog, has no fused vertebrae.	yes
Do human sacrums have more fused vertebrae than an Alaskan Malamute?	Human sacrums have four fused vertebrae. Alaskan Malamutes have three fused vertebrae.	yes
Do human sacrums have more fused vertebrae than an Alaskan Malamute?	Human sacrums have five fused vertebrae, while Alaskan Malamutes have three fused vertebrae.	yes
Are Sable's a good choice of Mustelidae to weigh down a scale?	The average weight of a Sable is around 4-9 kg. The Mustelidae family includes animals that weigh around only 1-3 kg.	no
Are Sable's a good choice of Mustelidae to weigh down a scale?	Mustelidae are a family of mammals, including sables, which weigh between 2-8 kg. A scale is usually used to measure smaller weights, so a sable would be too heavy to use to weigh down a scale.	no
Are Sable's a good choice of Mustelidae to weigh down a scale?	Mustelidae are a family of mammals that includes animals like weasels, badgers, and wolverines. Sable's are a type of Mustelidae, and they weigh about 8-13 pounds, depending on their age and gender. A scale can weigh objects down to as little as 1 gram, so Sable's would not be a good choice to weigh down a scale.	no
Are Sable's a good choice of Mustelidae to weigh down a scale?	Sable's are a species of Mustelidae, which are a family of carnivorous mammals. These animals typically range between 2 and 4 kilograms, which might not be enough to weigh down a scale.	no
Are Sable's a good choice of Mustelidae to weigh down a scale?	Mustelidae are a family of carnivorous mammals that include animals such as weasels, ferrets, and wolverines. Sables are a species of Mustelidae, but they are much smaller than other species, so they would not be a good choice to weigh down a scale.	no
Was Noah associated with a dove?	In the Bible, Noah released a dove from his ark after the flood to search for dry land.	yes
Was Noah associated with a dove?	The Bible states that God sent a dove to help Noah find sources of dry land after the floods had receded.	yes
Was Noah associated with a dove?	Noah released a dove from his ark after the great flood in the biblical narrative.	yes
Was Noah associated with a dove?	In the Bible, Noah sent out a dove from his ark to find land.	yes
Was Noah associated with a dove?	In the Bible, Noah sent out a dove from the ark to find land and the dove returned with an olive branch. This is an indication of God's promise of a new beginning after the great flood.	yes
Did Malcolm X avoid eating ham?	Malcolm X was an advocate of cultural and political separatism, and is thought to have avoided eating pork products such as ham.	yes
Did Malcolm X avoid eating ham?	Malcolm X was a Muslim and practiced the religion's dietary restrictions. As such, he did not eat ham.	yes
Did Malcolm X avoid eating ham?	Malcolm X was a member of the Nation of Islam, which discouraged the consumption of pork, including ham.	yes
Did Malcolm X avoid eating ham?	Malcolm X practiced vegetarianism, which meant that he did not eat any animal products, including meat, fish, and poultry.	yes
Did Malcolm X avoid eating ham?	Malcolm X was a vegetarian and did avoid eating ham.	yes
Is Chinese successor to Chevrolet Cruze name a town far from Milan?	The Chinese successor to the Chevrolet Cruze is named the Baojun 510. It is not named after a town far from Milan, as Baojun 510 is not a town.	no
Is Chinese successor to Chevrolet Cruze name a town far from Milan?	The Chinese successor to the Chevrolet Cruze is named the Buick Velite 6. Milan is a city in Italy and Buick Velite 6 is not a town located far from Milan.	no
Is Chinese successor to Chevrolet Cruze name a town far from Milan?	The Chevrolet Cruze is a sedan that is sold in China. The successor to the Chevrolet Cruze is the Chevrolet Cavalier. The Chinese name of the Cavalier is "Qisi", which translates to "Seven Knights". Milan is a city in Italy, and there is no town related to the name "Qisi" far from Milan.	no
Is Chinese successor to Chevrolet Cruze name a town far from Milan?	The successor to the Chevrolet Cruze is the Chevrolet Malibu. The Malibu name does not refer to any town or city, and is not close to Milan.	no
Can horseradish be eaten in a religious context?	Horseradish is not considered forbidden or taboo by any major religious denominations. Therefore, it is permissible to be eaten in a religious context.	yes
Can horseradish be eaten in a religious context?	Horseradish is not prohibited by any of the major Abrahamic religions.	yes
Can horseradish be eaten in a religious context?	Horseradish can be eaten as part of religious observances and rituals depending on the religion.	yes
Can horseradish be eaten in a religious context?	Horseradish is a common ingredient in some religious rituals and ceremonies, such as for the Jewish Seder and Passover.	yes
Can horseradish be eaten in a religious context?	Horseradish is a common condiment used in many different cuisine, including Jewish cuisine, where it is often used to symbolize bitterness during the Passover Seder.	yes
Is Kim Kardashian a guru?	Kim Kardashian is a well-known television personality, businesswoman, and social media influencer. She is not considered a guru.	no
Is Kim Kardashian a guru?	Kim Kardashian is a reality TV star, businesswoman, socialite, and model. She is not known to be a guru.	no
Is Kim Kardashian a guru?	Kim Kardashian is an American reality television personality, socialite, actress, businesswoman, and model. She is not considered a guru.	no
Was Surfing popular when pogs came out?	The game of Pogs was created in Hawaii in the early 1990s and quickly became popular in the United States. Surfing has been a popular sport since before the 20th century.	yes
Was Surfing popular when pogs came out?	Pogs were originally released in 1991 and peaked in popularity around 1995. Surfing became popular in California in the mid-1950s.	yes
Was Surfing popular when pogs came out?	Pog was a game that gained popularity in the early 1990s. Surfing has been popular since the early 1930s, when it first started to spread from Hawaii to the mainland United States.	yes
Was Surfing popular when pogs came out?	The game of Pogs was popular in the 1990s. The sport of Surfing became popular in the 1950s and has continued to grow in popularity in the decades since then.	yes
Was Martin Luther same sect as Martin Luther King Jr.?	Martin Luther was a leader of the Protestant Reformation in the 16th century and believed in the teachings of Lutheranism. Martin Luther King Jr. was a leader during the civil rights movement and was an advocate for peaceful protest and civil disobedience based on the teachings of Christianity.	no
Was Martin Luther same sect as Martin Luther King Jr.?	Martin Luther was a German monk who founded the Protestant Reformation in the 16th century, while Martin Luther King Jr. was an American civil rights leader who lived in the 20th century. They were not part of the same sect.	no
Was Martin Luther same sect as Martin Luther King Jr.?	Martin Luther was a German theologian and physician, and the leader of the Protestant Reformation. Martin Luther King Jr. was an American leader in the civil rights movement. They were not in the same sect.	no
Was Martin Luther same sect as Martin Luther King Jr.?	Martin Luther was a German theologian and a key figure in the Protestant Reformation in the 16th century. Martin Luther King Jr. was an American civil rights leader in the 20th century. They were in different sects.	no
Was Martin Luther same sect as Martin Luther King Jr.?	Martin Luther and Martin Luther King Jr. were part of different sects of Christianity. Martin Luther was a leader in the Protestant Reformation and Martin Luther King Jr. was a Baptist minister.	no
Did John Kerry run in the 2010 United Kingdom general election?	John Kerry is an American politician and was Secretary of State from 2013 to 2017. He did not run in the 2010 United Kingdom general election.	no
Did John Kerry run in the 2010 United Kingdom general election?	John Kerry is an American politician who ran for president in 2004. He did not run in the 2010 United Kingdom general election.	no
Did John Kerry run in the 2010 United Kingdom general election?	The 2010 United Kingdom general election took place in May 2010. John Kerry is an American politician who ran for president of the United States in 2004.	no
Did John Kerry run in the 2010 United Kingdom general election?	John Kerry is a US politician and did not run in the 2010 United Kingdom general election.	no
Did John Kerry run in the 2010 United Kingdom general election?	John Kerry is an American politician. He did not run in the 2010 United Kingdom general election.	no
Do Koalas prefer Eucalyptus over meat?	Koalas are herbivores and only eat eucalyptus leaves. They do not eat meat.	yes
Do Koalas prefer Eucalyptus over meat?	Koalas are herbivores, meaning they prefer to eat vegetation. Eucalyptus leaves are their main food source, while meats are typically not in their diet.	yes
Do Koalas prefer Eucalyptus over meat?	Koalas are herbivores, meaning that their preferred food is plants. Eucalyptus leaves make up the majority of a koala's diet.	yes
Do Koalas prefer Eucalyptus over meat?	Koalas are herbivores and rely on eucalyptus leaves as their main food source. They do not eat meat.	yes
Do Koalas prefer Eucalyptus over meat?	Koalas are herbivores, so they strictly eat plant matter. They are well known for their preference for Eucalyptus leaves.	yes
Is the bull shark more bull than shark?	Bull sharks are a species of shark and are sometimes called "Zambezi sharks" or "Nicaragua sharks". They are largely considered to be more shark than bull.	no
Is the bull shark more bull than shark?	Bull sharks are a species of sharks, and are one of the most dangerous sharks. Thus, it is more shark than bull in terms of characteristics.	no
Is the bull shark more bull than shark?	The bull shark's scientific name is Carcharhinus leucas, which means "white shark". It is more shark than bull.	no
Did The Who have to cancel tours due to World War II?	The Who formed in 1964 and the World War II conflict occurred between 1939 and 1945.	no
Did The Who have to cancel tours due to World War II?	The Who is an English rock band formed in 1964. World War II began in Europe on September 1, 1939 and ended on September 2, 1945.	no
Did The Who have to cancel tours due to World War II?	World War II began in 1939 and ended in 1945. The Who began performing in 1964, so they did not have to cancel any tours due to World War II.	no
Did The Who have to cancel tours due to World War II?	The Who was formed in 1964 and World War II ended in 1945,.	no
Did The Who have to cancel tours due to World War II?	The Who was formed in 1964, several years after the end of World War II.	no
Would a pear sink in water?	The density of a raw pear is about 0.59 g/cm^3. The density of water is about 1 g/cm^3. Objects only sink if they are denser than the surrounding fluid.	no
Would a pear sink in water?	The density of a raw pear is about 0.59 g/cm3. The density of water is about 1 g/cm3. Objects only sink if they are denser than the surrounding fluid.	no
Would a pear sink in water?	The density of a raw pear is about 0.59 g/cm^3. The density of water is about 1 g/cm^3. Objects only sink if they are denser than the surrounding fluid.	no
Would a pear sink in water?	The density of a raw pear is about 0.59 g/cm^3. The density of water is about 1 g/cm^3. Objects only sink if they are denser than the surrounding fluid.	no
Would a pear sink in water?	The density of a raw pear is about 0.59 g\/cm^3. The density of water is about 1 g\/cm^3. Objects only sink if they are denser than the surrounding fluid.	no
Did Moon Jae-in earn the Abitur as a teenager?	Moon Jae-in was born in 1953 and did not attend secondary school in Germany. The Abitur is a secondary school qualification obtained in Germany.	no
Did Moon Jae-in earn the Abitur as a teenager?	Moon Jae-in is the current president of South Korea. He attended school in Seoul, South Korea which does not use the Abitur as an academic qualification.	no
Did Moon Jae-in earn the Abitur as a teenager?	Moon Jae-in earned a bachelor's degree from Korea University in 1980. The Abitur is a German school leaving examination that must be taken in order to attend university in Germany. Moon Jae-in did not take this exam,.	no
Did Moon Jae-in earn the Abitur as a teenager?	Moon Jae-in is the current President of South Korea and is 64 years old. The Abitur is a German qualification for university entrance, typically achieved by students in their late teens.	no
Did Moon Jae-in earn the Abitur as a teenager?	Moon Jae-in is the current President of South Korea, and he was born in 1953. The Abitur is the German secondary school certificate. Moon Jae-in would not have been able to take the Abitur as a teenager, as it was not established until 1965.	no
Is it possible for biologist Rachel Carson to have flown to the moon?	Rachel Carson was a celebrated and important biologist who passed away in 1964. The first human flight to the moon was in 1969.	no
Is it possible for biologist Rachel Carson to have flown to the moon?	Rachel Carson was a biologist who lived from 1907-1964. The first human to walk on the moon was Neil Armstrong in 1969. Therefore, it is not possible for Rachel Carson to have flown to the moon.	no
Is it possible for biologist Rachel Carson to have flown to the moon?	Rachel Carson (1907-1910) was a biologist who lived before humans achieved spaceflight.	no
Is it possible for biologist Rachel Carson to have flown to the moon?	Biology is the study of life and its processes. A biologist does not specialize in space travel or aerospace. Therefore, it is impossible for biologist Rachel Carson to have flown to the moon.	no
Is it possible for biologist Rachel Carson to have flown to the moon?	Rachel Carson was a biologist, scientist, and environmentalist. It is not possible for her to have flown to the moon, as she died in 1964, before the first human space flight to the moon.	no
Could a wandering albatross fly from Bucharest to New York City without a rest?	The wandering albatross has a wingspan of around 11 feet and can fly for up to 10 days without landing or resting. The distance from Bucharest to New York City is around 3,922 miles.	yes
Is Newt Gingrich's nickname a type of Reptile?	Newt Gingrich’s nickname is not a type of reptile. His nickname is “Newt”.	no
Is Newt Gingrich's nickname a type of Reptile?	Newt Gingrich's nickname is "Newt". A newt is a type of amphibian, not a type of reptile.	no
Is Newt Gingrich's nickname a type of Reptile?	Newt Gingrich's nickname is "Newt". A newt is a type of salamander. Salamanders are amphibians, not reptiles.	no
Is Newt Gingrich's nickname a type of Reptile?	Newt Gingrich is a former US politician. His nickname is not associated with a type of reptile.	no
Would a house full of aloe vera hypothetically be ideal for Unsinkable Sam?	Unsinkable Sam is a real-life cat that survived being on three different ships that sank during World War II. Aloe vera would not be ideal for Unsinkable Sam as it is a plant and not suitable living conditions for a cat.	no
Would a house full of aloe vera hypothetically be ideal for Unsinkable Sam?	Unsinkable Sam is the nickname of a cat who survived the sinking of three different ships in World War II. Aloe vera is a plant which thrives in warm, sunny climates. Therefore, living in a house full of aloe vera would not be ideal for Unsinkable Sam.	no
Would a house full of aloe vera hypothetically be ideal for Unsinkable Sam?	Unsinkable Sam was a cat who survived the sinking of three ships during World War II. Aloe vera is not an ideal environment for cats, as it is toxic and can cause skin and stomach issues.	no
Would a house full of aloe vera hypothetically be ideal for Unsinkable Sam?	Unsinkable Sam was a cat who had nine lives, surviving sinking vessels in World War 2 three times. Aloe vera is known for its healing properties, but it would not be ideal for Unsinkable Sam.	no
Would a house full of aloe vera hypothetically be ideal for Unsinkable Sam?	Unsinkable Sam was a cat who survived three shipwrecks. Aloe vera does not have any known effects on cats.	no
Is overfeeding Lactobacillus unwise for people without dental insurance?	Lactobacillus is commonly found in yogurt, fermented foods, and is believed to have health benefits. Generally, it is not unwise to overfeed Lactobacillus, as long as it is consumed in moderation. However, people without dental insurance may need to be especially cautious about overfeeding Lactobacillus, as certain types of Lactobacillus can cause an increase in plaque and cavities.	yes
Is overfeeding Lactobacillus unwise for people without dental insurance?	Lactobacillus is a type of bacteria found in probiotic food and supplements. Overfeeding probiotics can potentially lead to digestive issues, and dental care is an important factor in keeping the digestive system healthy. Therefore, it is not wise for people without dental insurance to overfeed Lactobacillus.	yes
Is overfeeding Lactobacillus unwise for people without dental insurance?	Lactobacillus is a probiotic bacteria found in fermented foods such as yogurt, kefir and sauerkraut. Eating a balanced diet that includes these probiotics is beneficial to people regardless of if they have dental insurance or not. However, overfeeding on these probiotics can be unwise, as it can lead to digestive distress.	yes
Is overfeeding Lactobacillus unwise for people without dental insurance?	Lactobacillus is a type of bacteria found naturally in many foods. Eating too many foods that are high in Lactobacillus can lead to tooth decay, and require dental work. People without dental insurance may not be able to afford this dental work.	yes
Is overfeeding Lactobacillus unwise for people without dental insurance?	Lactobacillus is a type of common bacterium that is often found in humans and animals. Overfeeding Lactobacillus is not necessarily unwise, as it helps to maintain a healthy digestive system. People without dental insurance may need to be extra careful about overfeeding Lactobacillus, as it can cause an imbalance in the human body that can lead to dental issues.	yes
Were all the materials to make a cannon known during the bronze age?	The bronze age (3000-1200 BC) occurred before the emergence of smelting and metalworking technologies. These technologies are necessary to make a cannon.	no
Were all the materials to make a cannon known during the bronze age?	The bronze age began around 3000 BC and ended around 1200 BC. During this time, metalworking, including the use of bronze, was well known. Cannon were not invented until the 13th century.	no
Were all the materials to make a cannon known during the bronze age?	The Bronze Age is usually dated from around 3300 to 1200 BC. The cannon has only been in production since the 14th century.	no
Were all the materials to make a cannon known during the bronze age?	The bronze age began around 3,300 BCE and ended around 1,200 BCE. Cannons were first used in Europe during the mid-1300s.	no
Do tourists prefer Tuvalu to Niue?	Tuvalu and Niue are both small island nations in the South Pacific Ocean. Both islands are popular tourist destinations but Niue is generally considered to be the more popular one, due to its larger size and more developed tourism infrastructure.	no
WIll Noah's Ark hypothetically sail through flooded Lincoln Tunnel?	The Lincoln Tunnel is located in New York and connects New Jersey to Manhattan. It is 1.5 miles long and underwater portions reach depths of 93 feet. Noah's Ark was a large wooden vessel described in the Bible. It was 300 cubits (450 feet) long which is more than twice the length of the Lincoln Tunnel.	no
WIll Noah's Ark hypothetically sail through flooded Lincoln Tunnel?	The Lincoln Tunnel connects New York City and New Jersey. It typically contains 7 lanes of traffic and runs under the Hudson River. It is not large enough to allow Noah's Ark to hypothetically sail through it.	no
WIll Noah's Ark hypothetically sail through flooded Lincoln Tunnel?	The Lincoln Tunnel is a major roadway beneath the Hudson river connecting New York and New Jersey and is closed to boat traffic. The depth of the river at the tunnel is about 60 feet. Noah's Ark would need to be a minimum of over 500 feet long to hypothetically sail through the flooded tunnel.	no
