Question	Rationale	Label
Jim's razor can travel further over his skin then over his hair. This means that the razor heats up more when moving over (A) skin or (B) hair	When something is smoother, it is easier to slide on. Thus, the razor heats up more when moving over skin because skin is smoother.	(A)
Jim's razor can travel further over his skin then over his hair. This means that the razor heats up more when moving over (A) skin or (B) hair	When something is smoother, it requires less effort to move. The razor can move further over the skin because it is smoother. Thus, the razor heats up more when moving over skin.	(A)
Joe takes his sled outside to go down the hill. If he wants to go fast, he should go on the _____ because ice is smoother. (A) ice (B) dirt	When something is smoother, it is easier to slide on. Thus, he should go on the ice because it is smoother and will help him go faster.	(A)
Joe takes his sled outside to go down the hill. If he wants to go fast, he should go on the _____ because ice is smoother. (A) ice (B) dirt	When something is smoother, it is easier to slide on. Thus, he should go on the ice because it is smoother.	(A)
Joe takes his sled outside to go down the hill. If he wants to go fast, he should go on the _____ because ice is smoother. (A) ice (B) dirt	When something is smoother, it is easier to slide on. Thus, if he wants to go fast, he should go on the ice because it is smoother.	(A)
Joe takes his sled outside to go down the hill. If he wants to go fast, he should go on the _____ because ice is smoother. (A) ice (B) dirt	When something is smoother, it is easier to slide faster. Thus, he should go on the ice because ice is smoother.	(A)
Joe takes his sled outside to go down the hill. If he wants to go fast, he should go on the _____ because ice is smoother. (A) ice (B) dirt	When something is smoother, it is easier to slide on. Thus, Joe should go on the ice if he wants to go fast because ice is smoother.	(A)
Jim's knife got hotter cutting through carrot compared to cutting through an apple. This means the _____ has more resistance (A) carrot (B) apple	When something has more resistance, it is harder to cut through. Thus, the carrot has more resistance.	(A)
Jim's knife got hotter cutting through carrot compared to cutting through an apple. This means the _____ has more resistance (A) carrot (B) apple	When something has more resistance, it is harder to cut or get through. Thus, the carrot has more resistance.	(A)
Jim's knife got hotter cutting through carrot compared to cutting through an apple. This means the _____ has more resistance (A) carrot (B) apple	When something has more resistance, it requires more effort and energy to cut through it, thus making the knife hotter. Therefore, the carrot has more resistance.	(A)
Jim's knife got hotter cutting through carrot compared to cutting through an apple. This means the _____ has more resistance (A) carrot (B) apple	When something has more resistance, it is harder to cut through and it gets hotter. Thus, the carrot has more resistance and Jim's knife got hotter.	(A)
Jim's knife got hotter cutting through carrot compared to cutting through an apple. This means the _____ has more resistance (A) carrot (B) apple	When something has more resistance, it requires more energy and heat to cut through it. Thus, the carrot has more resistance and was hotter to cut through.	(A)
A stingray can swim quicker in the ocean then in a lake. This means the stingray's wings will heat up less in the (A) ocean (B) lake	When something moves faster, it generates less heat. Thus, the stingray's wings will heat up less in the ocean because it can swim quicker there.	(A)
A stingray can swim quicker in the ocean then in a lake. This means the stingray's wings will heat up less in the (A) ocean (B) lake	When something is smoother, it takes less effort to move. The ocean is smoother than a lake, so it takes less effort for the stingray's wings to move in the ocean. Thus, the stingray's wings will heat up less in the ocean.	(A)
A stingray can swim quicker in the ocean then in a lake. This means the stingray's wings will heat up less in the (A) ocean (B) lake	When something is able to move quicker, it can generate less heat. Thus, the stingray's wings will heat up less in the ocean, because it can swim quicker in the ocean.	(A)
A stingray can swim quicker in the ocean then in a lake. This means the stingray's wings will heat up less in the (A) ocean (B) lake	When something moves faster, it generates less heat. Thus, the stingray's wings will heat up less in the ocean because it can swim quicker in the ocean.	(A)
A stingray can swim quicker in the ocean then in a lake. This means the stingray's wings will heat up less in the (A) ocean (B) lake	When something is moving faster, it is not producing as much heat. Thus, the stingray's wings will heat up less in the ocean where it can swim faster.	(A)
Jen was taking a walk and she could hear an airplane overhead. The sound got fainter. Was the airplane coming closer or moving away? (A) coming closer (B) moving away	When something is moving away, the sound gets fainter. Thus, the airplane was moving away and.	(B)
Jen was taking a walk and she could hear an airplane overhead. The sound got fainter. Was the airplane coming closer or moving away? (A) coming closer (B) moving away	When something is moving away, the sound gets fainter. Thus, the airplane was moving away,.	(B)
Jen was taking a walk and she could hear an airplane overhead. The sound got fainter. Was the airplane coming closer or moving away? (A) coming closer (B) moving away	When something is moving away, it gets farther away and the sound gets fainter. Thus, the airplane was moving away.	(B)
Jen was taking a walk and she could hear an airplane overhead. The sound got fainter. Was the airplane coming closer or moving away? (A) coming closer (B) moving away	When something is getting fainter, it is moving away. Thus, the airplane was moving away.	(B)
Jen was taking a walk and she could hear an airplane overhead. The sound got fainter. Was the airplane coming closer or moving away? (A) coming closer (B) moving away	When something is moving away, the sound gets fainter. Thus, the airplane was moving away,.	(B)
If a (A) bird travels for a longer period of time and a (B) bee does the same, which travels further?	Birds can fly higher and for longer distances than bees. Thus, if the bird travels for a longer period of time, it will travel further than the bee.	(A)
If a (A) bird travels for a longer period of time and a (B) bee does the same, which travels further?	Birds can travel for longer distances than a bee. Thus, the bird would travel further.	(A)
If a (A) bird travels for a longer period of time and a (B) bee does the same, which travels further?	Birds can travel much farther than bees because they can move while flying. Thus, the bird would travel further.	(A)
If a (A) bird travels for a longer period of time and a (B) bee does the same, which travels further?	When something travels for a longer period of time, it travels further. Thus, the bird will travel further because it is traveling for a longer period of time.	(A)
If a (A) bird travels for a longer period of time and a (B) bee does the same, which travels further?	Birds are usually faster and have better endurance. Thus, the bird would travel further than the bee.	(A)
A feather and a rock were thrown from the roof, the (A) feather (B) rock landed last because it had less mass and weaker gravity.	When something has less mass and weaker gravity, it has less force and is easier to move. Thus, the feather landed last because it had less mass and weaker gravity.	(A)
A feather and a rock were thrown from the roof, the (A) feather (B) rock landed last because it had less mass and weaker gravity.	When something has less mass and weaker gravity, it will fall slower. Thus, the feather landed last because it had less mass and weaker gravity.	(A)
A feather and a rock were thrown from the roof, the (A) feather (B) rock landed last because it had less mass and weaker gravity.	Mass and gravity affects how something falls. The feather has less mass and weaker gravity, so it falls more slowly. Therefore, the feather landed last because it had less mass and weaker gravity.	(A)
A feather and a rock were thrown from the roof, the (A) feather (B) rock landed last because it had less mass and weaker gravity.	When something has less mass, it is affected by gravity less. Thus, the feather had less mass and weaker gravity which is why it landed last.	(A)
A feather and a rock were thrown from the roof, the (A) feather (B) rock landed last because it had less mass and weaker gravity.	When something has less mass and weaker gravity, it takes longer to land. Thus, the feather landed last because it had less mass and weaker gravity.	(A)
A huge bus and a little car were stopped at an intersection. The light turned green. Who made it across the intersection first? (A) the car (B) the bus	When something is larger, it usually takes more time to accelerate and move. Thus, the car made it across the intersection first because it was smaller.	(A)
A huge bus and a little car were stopped at an intersection. The light turned green. Who made it across the intersection first? (A) the car (B) the bus	When something is bigger, it usually moves slower. Thus, the car made it across the intersection first because it is smaller.	(A)
A huge bus and a little car were stopped at an intersection. The light turned green. Who made it across the intersection first? (A) the car (B) the bus	When something is bigger, it has more mass and thus, it takes longer to accelerate. Thus, the car made it across the intersection first because it was smaller.	(A)
Mike knows that a train is slower then a plane. If he rides both vehicles for 40 minutes, which will have taken him a lesser distance? (A) train (B) plane	When something is slower, it covers a lesser distance in the same amount of time. Thus, the train will have taken Mike a lesser distance in 40 minutes.	(A)
Mike knows that a train is slower then a plane. If he rides both vehicles for 40 minutes, which will have taken him a lesser distance? (A) train (B) plane	When something is slower, it travels a lesser distance in the same amount of time. Thus, the train would have taken him a lesser distance.	(A)
Mike knows that a train is slower then a plane. If he rides both vehicles for 40 minutes, which will have taken him a lesser distance? (A) train (B) plane	When something is slower, it takes longer to cover a certain distance. Thus, the train will have taken him a lesser distance.	(A)
Mike knows that a train is slower then a plane. If he rides both vehicles for 40 minutes, which will have taken him a lesser distance? (A) train (B) plane	When something is slower, it covers a lesser distance in the same amount of time. Thus, the train has taken him a lesser distance in 40 minutes.	(A)
Ty is very heavy, but likes to run. Alan is very thin and likes to run. The person who will reach a fast speed more quickly is likely (A) Ty (B) Alan	When someone is lighter it is easier to reach a fast speed more quickly. Thus, Alan, who is thin, will reach a fast speed more quickly.	(B)
Ty is very heavy, but likes to run. Alan is very thin and likes to run. The person who will reach a fast speed more quickly is likely (A) Ty (B) Alan	When someone is thin and light, it is easier for them to run faster. Thus, Alan, who is thin and light, will reach a fast speed more quickly.	(B)
Ty is very heavy, but likes to run. Alan is very thin and likes to run. The person who will reach a fast speed more quickly is likely (A) Ty (B) Alan	When something is lighter, it is easier to move and go faster. Thus, Alan, who is thin, will reach a fast speed more quickly.	(B)
Ty is very heavy, but likes to run. Alan is very thin and likes to run. The person who will reach a fast speed more quickly is likely (A) Ty (B) Alan	When something is lighter, it is easier to pick up speed quickly. Thus, Alan will be able to reach a fast speed more quickly because he is lighter.	(B)
Ty is very heavy, but likes to run. Alan is very thin and likes to run. The person who will reach a fast speed more quickly is likely (A) Ty (B) Alan	When something is lighter, it is easier to run faster. Therefore, Alan, who is very thin, will reach a fast speed more quickly.	(B)
Mike is standing closer to a flashlight then to a lamp. Which object seems brighter to him? (A) flashlight (B) lamp	When something is closer, it appears brighter. Thus, the flashlight seems brighter to Mike since he is standing closer to it.	(A)
Mike is standing closer to a flashlight then to a lamp. Which object seems brighter to him? (A) flashlight (B) lamp	When something is closer, it seems brighter. Thus, the flashlight seems brighter because Mike is standing closer to it.	(A)
Mike is standing closer to a flashlight then to a lamp. Which object seems brighter to him? (A) flashlight (B) lamp	When something is closer, it seems brighter. Thus, the flashlight seems brighter to Mike since it is closer.	(A)
Mike is standing closer to a flashlight then to a lamp. Which object seems brighter to him? (A) flashlight (B) lamp	When something is closer, it can appear brighter. Thus, the flashlight seems brighter to him since it is closer.	(A)
Mike is standing closer to a flashlight then to a lamp. Which object seems brighter to him? (A) flashlight (B) lamp	When something is closer, it seems brighter. Thus, the flashlight seems brighter to him since he is standing closer to it.	(A)
Emily was playing with her ball on the beach, and she noticed that it didn't roll too well over the sand. When she dropped it in the parking lot, though, it started rolling away rather quickly. Did the ball move further when dropped on (A) the sand or (B) the parking lot?	When something is smoother, it is easier to slide or roll on. Thus, the ball moved further when dropped on the parking lot because it is smoother.	(B)
Emily was playing with her ball on the beach, and she noticed that it didn't roll too well over the sand. When she dropped it in the parking lot, though, it started rolling away rather quickly. Did the ball move further when dropped on (A) the sand or (B) the parking lot?	When something is smoother, it moves further. Thus, the ball moved further when dropped on the parking lot because the lot is smoother.	(B)
Emily was playing with her ball on the beach, and she noticed that it didn't roll too well over the sand. When she dropped it in the parking lot, though, it started rolling away rather quickly. Did the ball move further when dropped on (A) the sand or (B) the parking lot?	When something has less resistance, it is easier to move. Thus, the ball moved further when it was dropped on the parking lot because it has less resistance.	(B)
Emily was playing with her ball on the beach, and she noticed that it didn't roll too well over the sand. When she dropped it in the parking lot, though, it started rolling away rather quickly. Did the ball move further when dropped on (A) the sand or (B) the parking lot?	When something is smoother, it is easier to move. Thus, the ball moved further when dropped on the parking lot since it is smoother.	(B)
Emily was playing with her ball on the beach, and she noticed that it didn't roll too well over the sand. When she dropped it in the parking lot, though, it started rolling away rather quickly. Did the ball move further when dropped on (A) the sand or (B) the parking lot?	When something is smoother, it is easier to roll. Thus, the ball moved further when dropped on the parking lot, since it is smoother.	(B)
Daniel is carrying a glass ball and a rubber ball. He know that the rubber ball is more flexible than the glass ball. Which ball is more likely to break if he drops it? (A) the glass ball (B) the rubber ball	When something is less flexible, it is less able to absorb the shock of an impact. Thus, the glass ball is more likely to break if he drops it because it is less flexible.	(A)
Daniel is carrying a glass ball and a rubber ball. He know that the rubber ball is more flexible than the glass ball. Which ball is more likely to break if he drops it? (A) the glass ball (B) the rubber ball	When something is more flexible, it is less likely to break. Thus, the glass ball is more likely to break if he drops it.	(A)
Daniel is carrying a glass ball and a rubber ball. He know that the rubber ball is more flexible than the glass ball. Which ball is more likely to break if he drops it? (A) the glass ball (B) the rubber ball	When something is more flexible, it is usually more resistant to breaking. Thus, the glass ball is more likely to break if he drops it because it is less flexible.	(A)
Daniel is carrying a glass ball and a rubber ball. He know that the rubber ball is more flexible than the glass ball. Which ball is more likely to break if he drops it? (A) the glass ball (B) the rubber ball	When something is more flexible, it is more likely to bend and not break. Thus, the glass ball is more likely to break if he drops it because it is less flexible.	(A)
Daniel is carrying a glass ball and a rubber ball. He know that the rubber ball is more flexible than the glass ball. Which ball is more likely to break if he drops it? (A) the glass ball (B) the rubber ball	When something is more flexible, it is less likely to break. Thus, the glass ball is more likely to break if he drops it because the rubber ball is more flexible.	(A)
Mark is walking towards a forest and spots a large tree from 100 yards away. He continues to walk towards the tree, stands two yards away and looks at it. At which point will the tree appear larger? (A) 100 yards away (B) 2 yards away	When something is closer, it looks bigger. Thus, the tree will appear larger when he is 2 yards away.	(B)
Mark is walking towards a forest and spots a large tree from 100 yards away. He continues to walk towards the tree, stands two yards away and looks at it. At which point will the tree appear larger? (A) 100 yards away (B) 2 yards away	When something is closer, it looks bigger. Thus, the tree will appear larger when Mark stands two yards away from it.	(B)
Mark is walking towards a forest and spots a large tree from 100 yards away. He continues to walk towards the tree, stands two yards away and looks at it. At which point will the tree appear larger? (A) 100 yards away (B) 2 yards away	When something is closer, it looks bigger. Thus, the tree will appear larger when Mark stands two yards away.	(B)
Mark is walking towards a forest and spots a large tree from 100 yards away. He continues to walk towards the tree, stands two yards away and looks at it. At which point will the tree appear larger? (A) 100 yards away (B) 2 yards away	When something is closer, it looks bigger. Thus, the tree will appear larger when he stands two yards away.	(B)
Mark is walking towards a forest and spots a large tree from 100 yards away. He continues to walk towards the tree, stands two yards away and looks at it. At which point will the tree appear larger? (A) 100 yards away (B) 2 yards away	When something is closer, it looks bigger. Thus, the tree will appear larger when Mark stands two yards away.	(B)
Milo learned that throwing his dog treat across the kitchen floor creates low resistance and throwing it across the dining room floor creates high resistance. This means that he can throw his dog treat across the _____ at a faster rate (A) kitchen floor (B) dining room floor	When there is lower resistance, it is easier for something to move faster. Thus, he can throw the dog treat across the kitchen floor at a faster rate because there is less resistance.	(A)
Milo learned that throwing his dog treat across the kitchen floor creates low resistance and throwing it across the dining room floor creates high resistance. This means that he can throw his dog treat across the _____ at a faster rate (A) kitchen floor (B) dining room floor	When something has low resistance, it is easier to slide across. Thus, he can throw his dog treat across the kitchen floor at a faster rate, because it has low resistance.	(A)
Milo learned that throwing his dog treat across the kitchen floor creates low resistance and throwing it across the dining room floor creates high resistance. This means that he can throw his dog treat across the _____ at a faster rate (A) kitchen floor (B) dining room floor	When something has low resistance, it is easier to move. Thus, he can throw his dog treat across the kitchen floor at a faster rate because it has low resistance.	(A)
Milo learned that throwing his dog treat across the kitchen floor creates low resistance and throwing it across the dining room floor creates high resistance. This means that he can throw his dog treat across the _____ at a faster rate (A) kitchen floor (B) dining room floor	When something has less resistance, it is easier to move. Thus, he can throw his dog treat across the kitchen floor at a faster rate because it has less resistance.	(A)
Milo learned that throwing his dog treat across the kitchen floor creates low resistance and throwing it across the dining room floor creates high resistance. This means that he can throw his dog treat across the _____ at a faster rate (A) kitchen floor (B) dining room floor	When something has less resistance, it is easier to slide. Thus, he can throw his dog treat across the kitchen floor at a faster rate because it creates less resistance.	(A)
Bertha loves driving around in her car, because it speeds up very quickly. However, if she were to pick up a few friends and drive them around, she'd probably find that her car (A) speeds up faster (B) speeds up slower	When something is carrying more weight, it is harder to speed up. Thus, Bertha's car will likely speed up slower if it is carrying more weight.	(B)
Bertha loves driving around in her car, because it speeds up very quickly. However, if she were to pick up a few friends and drive them around, she'd probably find that her car (A) speeds up faster (B) speeds up slower	When something has more weight, it takes more energy to move. Thus, her car would speed up slower when carrying more weight.	(B)
Bertha loves driving around in her car, because it speeds up very quickly. However, if she were to pick up a few friends and drive them around, she'd probably find that her car (A) speeds up faster (B) speeds up slower	When something has additional weight, it will be harder to move quickly. Thus, her car would probably speed up slower with additional weight.	(B)
Bertha loves driving around in her car, because it speeds up very quickly. However, if she were to pick up a few friends and drive them around, she'd probably find that her car (A) speeds up faster (B) speeds up slower	When something has more weight, it takes more energy to move. This means that the car will speed up slower when it has more weight.	(B)
Bertha loves driving around in her car, because it speeds up very quickly. However, if she were to pick up a few friends and drive them around, she'd probably find that her car (A) speeds up faster (B) speeds up slower	When there is more weight added to something, it is harder to move. Thus, her car would speed up slower with extra weight,.	(B)
Willow's pretty pink sweater with the cute flowers was soft and dry, while Anya's sheer white blouse with the ruffles was soaking wet.  Out of breath, she motioned for Willow to follow her.  Willow handed her a towel to dry off her forehead, but didn't need one herself because (A) Willow was sweating less (B) Anya was sweating less	Willow didn't need a towel because she was sweating less. Thus, Willow was sweating less.	(A)
Willow's pretty pink sweater with the cute flowers was soft and dry, while Anya's sheer white blouse with the ruffles was soaking wet.  Out of breath, she motioned for Willow to follow her.  Willow handed her a towel to dry off her forehead, but didn't need one herself because (A) Willow was sweating less (B) Anya was sweating less	Willow didn't need a towel to dry off her forehead because she was sweating less.	(A)
Willow's pretty pink sweater with the cute flowers was soft and dry, while Anya's sheer white blouse with the ruffles was soaking wet.  Out of breath, she motioned for Willow to follow her.  Willow handed her a towel to dry off her forehead, but didn't need one herself because (A) Willow was sweating less (B) Anya was sweating less	When someone is sweating less, they don't need to use a towel. Thus, Willow didn't need one herself because she was sweating less.	(A)
Milo's shovel heats up less when plunging it into loose dirt compared to packed dirt. This made him realize that the _____ offered more resistance (A) packed dirt or (B) loose dirt	When something has more resistance, it heats up more. Thus, the packed dirt offered more resistance.	(A)
Milo's shovel heats up less when plunging it into loose dirt compared to packed dirt. This made him realize that the _____ offered more resistance (A) packed dirt or (B) loose dirt	When something offers more resistance, it will heat up more. Thus, the packed dirt offers more resistance.	(A)
Milo's shovel heats up less when plunging it into loose dirt compared to packed dirt. This made him realize that the _____ offered more resistance (A) packed dirt or (B) loose dirt	When something has more resistance, it will cause more heat. Thus, the packed dirt offered more resistance.	(A)
Milo's shovel heats up less when plunging it into loose dirt compared to packed dirt. This made him realize that the _____ offered more resistance (A) packed dirt or (B) loose dirt	When something has more resistance, it requires more force to move. Thus, Milo realized that the packed dirt offered more resistance.	(A)
Milo's shovel heats up less when plunging it into loose dirt compared to packed dirt. This made him realize that the _____ offered more resistance (A) packed dirt or (B) loose dirt	When something offers more resistance, it requires more effort to move it. Thus, packed dirt offered more resistance, so the shovel would heat up more.	(A)
Pluto has significantly less mass than Jupiter so it also has (A) stronger gravity (B) weaker gravity	When something has less mass, it has weaker gravity. Thus, Pluto has weaker gravity because it has less mass than Jupiter.	(B)
Pluto has significantly less mass than Jupiter so it also has (A) stronger gravity (B) weaker gravity	When something has less mass, it also has weaker gravity. Thus, Pluto has weaker gravity because it has less mass.	(B)
Pluto has significantly less mass than Jupiter so it also has (A) stronger gravity (B) weaker gravity	When something has less mass, it has weaker gravity. Thus, Pluto has weaker gravity because it has significantly less mass than Jupiter.	(B)
Pluto has significantly less mass than Jupiter so it also has (A) stronger gravity (B) weaker gravity	Mass and gravity are directly proportional. When mass is small, gravity is weak. Thus, Pluto has weaker gravity because it has less mass.	(B)
Pluto has significantly less mass than Jupiter so it also has (A) stronger gravity (B) weaker gravity	When something has less mass, it also has weaker gravity. Thus, Pluto has weaker gravity because it has less mass than Jupiter.	(B)
Driving a stake into sand creates less heat than driving it into clay. Which surface has less resistance, the (A) clay (B) sand or	When something has less resistance, it is easier to drive through. Thus, the sand has less resistance and it is easier to drive a stake into it.	(B)
Driving a stake into sand creates less heat than driving it into clay. Which surface has less resistance, the (A) clay (B) sand or	When something has less resistance, it is easier to slide or drive into it. Thus, sand has less resistance than clay.	(B)
Driving a stake into sand creates less heat than driving it into clay. Which surface has less resistance, the (A) clay (B) sand or	When something has less resistance, it is easier to drive through. Thus, sand has less resistance than clay.	(B)
Driving a stake into sand creates less heat than driving it into clay. Which surface has less resistance, the (A) clay (B) sand or	When something has less resistance, it is easier to drive into. Thus, sand has less resistance than clay.	(B)
Driving a stake into sand creates less heat than driving it into clay. Which surface has less resistance, the (A) clay (B) sand or	When something has less resistance, it is easier to move through it. Thus, sand has less resistance than clay.	(B)
The boat glided through the river water quickly, but trudged slowly through the icy ocean water. This is because the icy ocean water has (A) more resistance (B) less resistance	When something has more resistance, it is harder to move through it. Thus, the icy ocean water has more resistance, so the boat was trudging more slowly through it.	(A)
The boat glided through the river water quickly, but trudged slowly through the icy ocean water. This is because the icy ocean water has (A) more resistance (B) less resistance	When something has more resistance, it is harder to move on. Thus, the icy ocean water has more resistance and the boat trudged slowly through it.	(A)
The boat glided through the river water quickly, but trudged slowly through the icy ocean water. This is because the icy ocean water has (A) more resistance (B) less resistance	When something has more resistance, it is harder to move. Thus, the boat was slower in the icy ocean water because it has more resistance.	(A)
The boat glided through the river water quickly, but trudged slowly through the icy ocean water. This is because the icy ocean water has (A) more resistance (B) less resistance	When something has more resistance, it is harder to move through it. Thus, the icy ocean water has more resistance, causing the boat to move slowly.	(A)
The boat glided through the river water quickly, but trudged slowly through the icy ocean water. This is because the icy ocean water has (A) more resistance (B) less resistance	When something has more resistance, it is harder to move through it. Thus, the boat trudged slowly through the icy ocean water because it has more resistance.	(A)
A bathroom counter isn't as rough as a kitchen counter. Which surface will cause a tape ball to get hotter when rolled across it? (A) bathroom counter (B) kitchen counter	When something is rougher, it causes more friction which generates more heat. Thus, the tape ball will get hotter when rolled across the kitchen counter because it is rougher.	(B)
A bathroom counter isn't as rough as a kitchen counter. Which surface will cause a tape ball to get hotter when rolled across it? (A) bathroom counter (B) kitchen counter	When something is rougher, it will cause more friction. Thus, the tape ball will get hotter when rolled across the kitchen counter because it is rougher.	(B)
A bathroom counter isn't as rough as a kitchen counter. Which surface will cause a tape ball to get hotter when rolled across it? (A) bathroom counter (B) kitchen counter	When something is rougher, it will cause friction and create more heat. Thus, a tape ball will get hotter when rolled across the kitchen counter because it is rougher.	(B)
A bathroom counter isn't as rough as a kitchen counter. Which surface will cause a tape ball to get hotter when rolled across it? (A) bathroom counter (B) kitchen counter	When something is rougher, it creates more friction. This friction causes the tape ball to heat up. Thus, the kitchen counter will cause the tape ball to get hotter when rolled across it because it is rougher.	(B)
A bathroom counter isn't as rough as a kitchen counter. Which surface will cause a tape ball to get hotter when rolled across it? (A) bathroom counter (B) kitchen counter	When something is rougher, it causes more friction, which makes a tape ball hotter when rolled across it. The kitchen counter is rougher than the bathroom counter. Thus, the kitchen counter will cause the tape ball to get hotter when rolled across it.	(B)
A black hole is much more massive than Earth so if a black hole got near Earth it would have (A) stronger gravity (B) weaker gravity	When something is more massive, it has more gravity. Thus, the black hole would have stronger gravity if it got near Earth.	(A)
A black hole is much more massive than Earth so if a black hole got near Earth it would have (A) stronger gravity (B) weaker gravity	When something is more massive, it has stronger gravity. Thus, the black hole would have stronger gravity than Earth.	(A)
A black hole is much more massive than Earth so if a black hole got near Earth it would have (A) stronger gravity (B) weaker gravity	When something is more massive, it has stronger gravity. Thus, a black hole would have stronger gravity when it gets near Earth.	(A)
A black hole is much more massive than Earth so if a black hole got near Earth it would have (A) stronger gravity (B) weaker gravity	Gravity is determined by mass. Since a black hole is much more massive than Earth, it would have stronger gravity.	(A)
A black hole is much more massive than Earth so if a black hole got near Earth it would have (A) stronger gravity (B) weaker gravity	When something is more massive, it has stronger gravity. Thus, a black hole would have stronger gravity than Earth if it got near it.	(A)
David and Laura are playing Frisbee. David is not as strong as Laura is. When they throw the Frisbee, who throws it a lesser distance? (A) David (B) Laura	When someone is not as strong, they usually throw a lesser distance. Thus, David throws it a lesser distance.	(A)
David and Laura are playing Frisbee. David is not as strong as Laura is. When they throw the Frisbee, who throws it a lesser distance? (A) David (B) Laura	Someone with less strength will throw something a lesser distance. Thus, David throws it a lesser distance because he is not as strong as Laura.	(A)
David and Laura are playing Frisbee. David is not as strong as Laura is. When they throw the Frisbee, who throws it a lesser distance? (A) David (B) Laura	When someone is not as strong, they will be unable to throw an object as far. Thus, David throws it a lesser distance.	(A)
David and Laura are playing Frisbee. David is not as strong as Laura is. When they throw the Frisbee, who throws it a lesser distance? (A) David (B) Laura	When someone is not as strong, they throw the object a lesser distance. Thus, David throws the Frisbee a lesser distance.	(A)
David and Laura are playing Frisbee. David is not as strong as Laura is. When they throw the Frisbee, who throws it a lesser distance? (A) David (B) Laura	When someone is not as strong, they cannot throw a Frisbee as far. Thus, David throws the Frisbee a lesser distance.	(A)
Pauline couldn't read by the faint moonlight, so she went inside and sat by the brightness of the living room lamp instead. Which source of illumination was nearer to Pauline? (A) The moon was nearer (B) The lamp was nearer	When something is closer it is more accessible and brighter. Thus, the lamp was nearer to Pauline.	(B)
Pauline couldn't read by the faint moonlight, so she went inside and sat by the brightness of the living room lamp instead. Which source of illumination was nearer to Pauline? (A) The moon was nearer (B) The lamp was nearer	When something is closer, it is nearer. Pauline was inside near the lamp so the lamp was nearer to her.	(B)
Pauline couldn't read by the faint moonlight, so she went inside and sat by the brightness of the living room lamp instead. Which source of illumination was nearer to Pauline? (A) The moon was nearer (B) The lamp was nearer	When something is closer, it is nearer. Thus, the lamp was nearer to Pauline.	(B)
Pauline couldn't read by the faint moonlight, so she went inside and sat by the brightness of the living room lamp instead. Which source of illumination was nearer to Pauline? (A) The moon was nearer (B) The lamp was nearer	When something is closer, it is also nearer. The lamp was closer to Pauline as she sat by it. Thus, the lamp was nearer to Pauline.	(B)
Pauline couldn't read by the faint moonlight, so she went inside and sat by the brightness of the living room lamp instead. Which source of illumination was nearer to Pauline? (A) The moon was nearer (B) The lamp was nearer	When something is nearer, it is closer. Therefore, the lamp was nearer to Pauline.	(B)
Kim goes to the grocery store to buy a few things. He puts 3 bottles of water in a paper bag and 3 bottles in a textile bag. Which bag is more likely to break as he carries the bottles of water inside the house (A) paper bag (B) textile bag	When something is more durable, it is less likely to break. The textile bag is made from a stronger material than the paper bag. Thus, the paper bag is more likely to break as he carries the bottles of water inside the house.	(A)
Kim goes to the grocery store to buy a few things. He puts 3 bottles of water in a paper bag and 3 bottles in a textile bag. Which bag is more likely to break as he carries the bottles of water inside the house (A) paper bag (B) textile bag	When something is stronger, it is less likely to break. Textile bags are usually stronger than paper bags. Thus, the paper bag is more likely to break.	(A)
Mary discovered that her vanity is smoother than her counter by rolling her lipstick over them. The lipstick moved slower over the (A) vanity (B) counter	When something is smoother, it is easier to slide on. The lipstick moved slower over the counter because it was not as smooth.	(B)
Bill can't decide which room to put his piano in. His bedroom, which has a smooth tiled floor, or his living room, which has rough shag carpeting. He pushes the piano between the two rooms several times. On which surface does pushing the piano generate more heat, (A) Carpet or (B) Tile.	When something is rougher, it generates more heat. Thus, pushing the piano generates more heat on the carpet, which is rougher.	(A)
Bill can't decide which room to put his piano in. His bedroom, which has a smooth tiled floor, or his living room, which has rough shag carpeting. He pushes the piano between the two rooms several times. On which surface does pushing the piano generate more heat, (A) Carpet or (B) Tile.	When something is rougher, it generates more heat. Thus, pushing the piano generates more heat on the shag carpeting than the smooth tiled floor.	(A)
Bill can't decide which room to put his piano in. His bedroom, which has a smooth tiled floor, or his living room, which has rough shag carpeting. He pushes the piano between the two rooms several times. On which surface does pushing the piano generate more heat, (A) Carpet or (B) Tile.	When a surface is rougher, it creates more friction and thus generates more heat. The living room has the rough shag carpeting, so pushing the piano on that surface generates more heat.	(A)
Barry is getting closer to the auditorium where the band is playing.  As he gets closer, the music is (A) louder (B) softer.	When something is closer, it is easier to hear and it is louder. Thus, as he gets closer to the auditorium, the music is louder.	(A)
Barry is getting closer to the auditorium where the band is playing.  As he gets closer, the music is (A) louder (B) softer.	When something is closer, it is easier to hear it. Thus, the music is louder as Barry gets closer.	(A)
Barry is getting closer to the auditorium where the band is playing.  As he gets closer, the music is (A) louder (B) softer.	When something is closer, it is louder. Thus, the music is louder as Barry gets closer to the auditorium.	(A)
Barry is getting closer to the auditorium where the band is playing.  As he gets closer, the music is (A) louder (B) softer.	When something is closer, it is easier to hear it. Thus, the music is louder as Barry gets closer.	(A)
Barry is getting closer to the auditorium where the band is playing.  As he gets closer, the music is (A) louder (B) softer.	When something is closer, it is easier to hear. Thus, the music is louder as he gets closer.	(A)
